Description:
	CIE Illuminant HP1
	Adapted from the file CIE 15 Tables.xls found on the CDROM accompanying the CIE Colorimetry 3rd Edition Technical Report (CIE 15:2004)
	The technical report and the complete CDROM may be obtained from the CIE Central Bureau (Kegelgasse 27, A-1030 Vienna, www.cie.co.at)
	Table T.7. High pressure discharge lamps.
End
Spectrum:
	380	1.90
	385	2.20
	390	2.50
	395	2.70
	400	3.10
	405	4.30
	410	3.80
	415	4.20
	420	4.80
	425	5.19
	430	5.89
	435	7.39
	440	7.89
	445	5.69
	450	12.89
	455	6.69
	460	4.30
	465	20.78
	470	12.99
	475	6.69
	480	1.40
	485	1.50
	490	3.20
	495	18.18
	500	56.24
	505	2.90
	510	2.10
	515	13.39
	520	2.10
	525	2.00
	530	2.20
	535	2.30
	540	2.60
	545	5.10
	550	11.39
	555	15.48
	560	20.78
	565	55.64
	570	254.03
	575	56.14
	580	111.78
	585	297.98
	590	142.55
	595	334.84
	600	189.40
	605	117.78
	610	79.92
	615	108.09
	620	46.85
	625	38.16
	630	32.47
	635	28.37
	640	25.37
	645	22.98
	650	20.38
	655	19.78
	660	17.78
	665	16.78
	670	19.18
	675	17.98
	680	13.69
	685	9.99
	690	8.19
	695	7.59
	700	6.99
	705	6.79
	710	6.49
	715	6.39
	720	6.09
	725	5.99
	730	5.79
	735	5.79
	740	5.79
	745	5.79
	750	6.39
	755	5.99
	760	5.59
	765	31.97
	770	27.87
	775	5.89
	780	6.69
End
