Description:
	CIE Illuminant FL3.3
	Adapted from the file CIE 15 Tables.xls found on the CDROM accompanying the CIE Colorimetry 3rd Edition Technical Report (CIE 15:2004)
	The technical report and the complete CDROM may be obtained from the CIE Central Bureau (Kegelgasse 27, A-1030 Vienna, www.cie.co.at)
	Table T.6. Relative spectral power distributions of illuminants representing typical fluorescent lamps, for wavelengths lambda = 380 nm to 780 nm at 5 nm intervals
	Table T.6.2. New set of fluorescent lamps.
End
Spectrum:
	380	8.94
	385	11.21
	390	14.08
	395	16.48
	400	19.63
	405	116.33
	410	32.07
	415	29.72
	420	33.39
	425	36.94
	430	40.33
	435	262.66
	440	46.87
	445	49.79
	450	52.46
	455	54.81
	460	56.81
	465	58.44
	470	59.52
	475	60.12
	480	60.24
	485	59.88
	490	59.88
	495	58.6
	500	57.85
	505	56.29
	510	54.81
	515	53.42
	520	52.7
	525	52.5
	530	53.3
	535	54.89
	540	57.61
	545	182.75
	550	65.27
	555	69.41
	560	73.28
	565	76.56
	570	78.67
	575	95.74
	580	97.22
	585	76.79
	590	73.36
	595	69.33
	600	64.23
	605	58.92
	610	53.38
	615	47.91
	620	42.61
	625	37.74
	630	33.11
	635	29.04
	640	25.29
	645	22.1
	650	19.31
	655	16.84
	660	14.68
	665	12.89
	670	11.37
	675	9.97
	680	8.82
	685	7.86
	690	7.78
	695	6.3
	700	5.67
	705	5.15
	710	4.91
	715	4.31
	720	3.99
	725	3.67
	730	3.43
	735	3.19
	740	2.95
	745	2.75
	750	2.63
	755	2.43
	760	7.14
	765	2.19
	770	2.71
	775	2
	780	1.8
End
