Description:
	CIE Illuminant HP3
	Adapted from the file CIE 15 Tables.xls found on the CDROM accompanying the CIE Colorimetry 3rd Edition Technical Report (CIE 15:2004)
	The technical report and the complete CDROM may be obtained from the CIE Central Bureau (Kegelgasse 27, A-1030 Vienna, www.cie.co.at)
	Table T.7. High pressure discharge lamps.
End
Spectrum:
	380	3.15
	385	7.49
	390	10.87
	395	12.57
	400	12.97
	405	21.29
	410	26.29
	415	30.18
	420	43.06
	425	29.58
	430	23.18
	435	35.28
	440	26.29
	445	24.29
	450	22.91
	455	26.20
	460	29.31
	465	25.30
	470	28.14
	475	24.05
	480	21.82
	485	20.51
	490	23.05
	495	26.98
	500	30.96
	505	30.72
	510	27.13
	515	29.55
	520	34.22
	525	29.98
	530	41.21
	535	173.14
	540	141.37
	545	64.98
	550	33.83
	555	34.26
	560	33.32
	565	52.80
	570	74.29
	575	47.97
	580	49.20
	585	96.07
	590	85.41
	595	175.18
	600	153.73
	605	120.22
	610	98.90
	615	90.22
	620	70.07
	625	66.84
	630	57.61
	635	53.03
	640	49.85
	645	48.16
	650	42.76
	655	50.64
	660	48.42
	665	41.27
	670	43.44
	675	40.48
	680	35.16
	685	34.94
	690	24.68
	695	24.70
	700	21.49
	705	19.49
	710	18.48
	715	17.55
	720	17.36
	725	17.09
	730	16.32
	735	16.07
	740	16.58
	745	15.78
	750	17.66
	755	20.46
	760	16.59
	765	17.81
	770	16.07
	775	14.83
	780	14.61
End
