Description:
	CIE Illuminant FL3.10
	Adapted from the file CIE 15 Tables.xls found on the CDROM accompanying the CIE Colorimetry 3rd Edition Technical Report (CIE 15:2004)
	The technical report and the complete CDROM may be obtained from the CIE Central Bureau (Kegelgasse 27, A-1030 Vienna, www.cie.co.at)
	Table T.6. Relative spectral power distributions of illuminants representing typical fluorescent lamps, for wavelengths lambda = 380 nm to 780 nm at 5 nm intervals
	Table T.6.2. New set of fluorescent lamps.
End
Spectrum:
	380	0.25
	385	0.0
	390	0.0
	395	0.0
	400	0.69
	405	21.24
	410	2.18
	415	1.86
	420	3.1
	425	5.0
	430	7.03
	435	45.08
	440	16.78
	445	12.28
	450	13.31
	455	13.66
	460	13.69
	465	13.13
	470	12.28
	475	11.42
	480	11.66
	485	22.04
	490	26.17
	495	18.57
	500	11.36
	505	6.83
	510	5.58
	515	4.88
	520	4.31
	525	3.76
	530	3.61
	535	5.62
	540	38.59
	545	100.0
	550	36.54
	555	10.57
	560	2.98
	565	2.05
	570	1.84
	575	6.09
	580	17.27
	585	21.77
	590	18.72
	595	10.15
	600	7.26
	605	5.17
	610	56.66
	615	49.39
	620	18.57
	625	14.21
	630	14.01
	635	5.99
	640	2.68
	645	3.14
	650	6.25
	655	5.78
	660	6.75
	665	5.16
	670	3.03
	675	1.57
	680	1.72
	685	1.54
	690	1.71
	695	1.1
	700	0.28
	705	3.65
	710	7.54
	715	2.34
	720	0.05
	725	0.04
	730	0.04
	735	0.03
	740	0.03
	745	0.02
	750	0.02
	755	0.01
	760	0.01
	765	0.0
	770	0.0
	775	0.0
	780	0.0
End
