Description:
	CIE Illuminant C
	Adapted from the file CIE 15 Tables.xls found on the CDROM accompanying the CIE Colorimetry 3rd Edition Technical Report (CIE 15:2004)
	The technical report and the complete CDROM may be obtained from the CIE Central Bureau (Kegelgasse 27, A-1030 Vienna, www.cie.co.at)
	Table T.1. Relative spectral power distributions of CIE illuminants
	Relative spectral power distributions [S(lambda)] of CIE standard illuminants A and D65, as well as CIE illuminants C, D50, D55 and D75 for wavelengths lambda = 300 nm to 780 nm at 5 nm intervals
End
Spectrum:
	300.0	0.00
	305.0	0.00
	310.0	0.00
	315.0	0.00
	320.0	0.01
	325.0	0.20
	330.0	0.40
	335.0	1.55
	340.0	2.70
	345.0	4.85
	350.0	7.00
	355.0	9.95
	360.0	12.90
	365.0	17.20
	370.0	21.40
	375.0	27.50
	380.0	33.00
	385.0	39.92
	390.0	47.40
	395.0	55.17
	400.0	63.30
	405.0	71.81
	410.0	80.60
	415.0	89.53
	420.0	98.10
	425.0	105.80
	430.0	112.40
	435.0	117.75
	440.0	121.50
	445.0	123.45
	450.0	124.00
	455.0	123.60
	460.0	123.10
	465.0	123.30
	470.0	123.80
	475.0	124.09
	480.0	123.90
	485.0	122.92
	490.0	120.70
	495.0	116.90
	500.0	112.10
	505.0	106.98
	510.0	102.30
	515.0	98.81
	520.0	96.90
	525.0	96.78
	530.0	98.00
	535.0	99.94
	540.0	102.10
	545.0	103.95
	550.0	105.20
	555.0	105.67
	560.0	105.30
	565.0	104.11
	570.0	102.30
	575.0	100.15
	580.0	97.80
	585.0	95.43
	590.0	93.20
	595.0	91.22
	600.0	89.70
	605.0	88.83
	610.0	88.40
	615.0	88.19
	620.0	88.10
	625.0	88.06
	630.0	88.00
	635.0	87.86
	640.0	87.80
	645.0	87.99
	650.0	88.20
	655.0	88.20
	660.0	87.90
	665.0	87.22
	670.0	86.30
	675.0	85.30
	680.0	84.00
	685.0	82.21
	690.0	80.20
	695.0	78.24
	700.0	76.30
	705.0	74.36
	710.0	72.40
	715.0	70.40
	720.0	68.30
	725.0	66.30
	730.0	64.40
	735.0	62.80
	740.0	61.50
	745.0	60.20
	750.0	59.20
	755.0	58.50
	760.0	58.10
	765.0	58.00
	770.0	58.20
	775.0	58.50
	780.0	59.10
End
